,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,renovated_or_not,stye
2231,529219.0,4,2.25,1990,7610,1.0,0,0,4,8,1290,700,1820,8198,0,2
2234,608000.0,4,3.0,2400,7680,1.0,0,0,3,7,1200,1200,2670,6342,0,1
2237,295450.0,3,2.0,2030,17120,1.0,0,2,4,8,1890,140,1870,13662,0,2
2238,315000.0,2,1.0,840,5087,1.0,0,0,3,7,840,0,1590,5087,0,0
2239,205000.0,4,2.0,1450,8175,1.0,0,0,4,7,1450,0,1570,9024,0,2
2240,310000.0,3,1.5,1460,9908,1.0,0,0,3,7,1460,0,1420,9582,0,1
2241,1000000.0,5,1.0,2010,5210,1.5,0,0,3,9,1890,120,2330,5000,0,0
2242,525000.0,4,2.5,2910,7631,2.0,0,2,3,9,2910,0,3190,5552,0,3
2243,284000.0,4,1.75,1880,8800,1.0,0,0,3,7,1130,750,1340,8733,0,2
2245,405000.0,2,1.0,1260,4377,1.0,0,0,4,7,1260,0,1420,6376,0,1
2246,509950.0,3,2.5,1970,9153,2.0,0,0,3,8,1970,0,1800,9800,0,3
2248,990000.0,4,3.75,3450,4940,2.0,0,0,3,10,2570,880,1880,5387,0,3
2249,280005.0,3,1.5,1130,7200,1.0,0,0,3,7,1130,0,1130,7200,0,1
2250,700000.0,3,1.75,2600,7668,1.0,0,0,4,8,1300,1300,1980,13664,0,2
2251,330000.0,3,1.0,1030,7620,1.0,0,0,3,7,1030,0,1030,7560,0,1
2252,340000.0,2,1.0,1700,6718,1.0,0,2,3,7,1230,470,2040,7500,0,1
2253,468000.0,2,2.5,1480,2167,2.0,0,0,3,8,1390,90,2130,2556,0,3
2256,245000.0,4,2.0,1870,8750,1.0,0,2,3,7,1870,0,1770,8207,0,2
2257,265000.0,3,2.5,1440,7741,1.0,0,0,4,7,1000,440,1680,7316,0,2
2258,372400.0,3,2.5,2720,11937,2.0,0,0,3,9,2720,0,2590,9683,0,3
2259,390000.0,3,1.5,1240,8410,1.0,0,0,5,6,1240,0,1630,8410,0,1
2260,208000.0,3,1.0,1020,6120,1.0,0,0,4,7,1020,0,1370,8000,0,2
2262,455000.0,5,3.5,3080,7759,2.0,0,0,3,8,2310,770,2980,8223,0,3
2263,270000.0,4,2.5,1750,6397,2.0,0,0,3,7,1750,0,1940,6502,0,3
2264,618000.0,4,2.25,2530,8736,1.0,0,0,4,7,1210,1320,1720,8500,0,2
2265,213550.0,3,2.5,1580,8541,2.0,0,0,3,7,1580,0,1640,7542,0,3
2266,210000.0,5,1.75,2340,9148,2.0,0,0,3,7,2340,0,1390,10019,0,1
2268,403500.0,4,2.75,2400,3844,1.0,0,0,5,7,1200,1200,1100,3844,0,2
2269,235000.0,3,1.5,1300,7600,1.0,0,0,4,7,1300,0,1570,7600,0,2
2270,287500.0,3,2.0,1760,7147,1.0,0,0,4,6,880,880,1720,7147,0,1
2271,546800.0,4,1.5,1520,5910,1.0,0,0,3,7,1020,500,1710,5910,0,1
2272,183000.0,3,1.75,1070,8100,1.0,0,0,4,6,1070,0,1260,8100,0,1
2274,299500.0,3,1.0,1280,6726,1.0,0,0,3,6,1280,0,1630,5000,0,2
2275,610000.0,4,2.25,1660,7350,1.0,0,0,3,8,1660,0,1790,7455,1,2
2276,288350.0,3,1.5,1860,7963,1.0,0,0,3,7,1200,660,1800,10400,0,2
2277,500000.0,2,1.0,950,4500,1.0,0,2,3,7,850,100,1670,4000,0,0
2278,625000.0,4,2.75,2140,4000,1.0,0,0,3,7,1190,950,2140,4770,0,1
2279,418000.0,2,1.5,1480,1349,2.0,0,0,3,7,1240,240,1550,1349,0,3
2280,660000.0,3,3.0,2260,1825,2.0,0,0,3,8,1660,600,2260,1834,0,3
2281,775000.0,4,2.5,2300,6158,2.0,0,0,3,9,2300,0,2170,6434,0,3
2282,429500.0,3,2.75,1650,7272,1.0,0,0,4,7,1230,420,1770,7272,0,2
2283,569000.0,3,2.0,1990,3000,1.5,0,0,3,7,1230,760,1600,4080,1,0
2284,250000.0,4,2.0,1960,7560,1.0,0,0,5,7,1160,800,1950,7560,0,2
2285,225000.0,3,1.5,1310,10491,1.0,0,0,4,7,1310,0,1430,9664,0,2
2286,530000.0,4,2.75,2450,15002,1.0,0,0,5,9,2450,0,2650,15055,0,2
2287,306000.0,3,1.0,910,8658,1.0,0,0,3,7,910,0,1170,10200,0,1
2288,517100.0,3,1.75,1580,9719,1.0,0,0,5,7,1580,0,1760,8539,0,2
2289,354950.0,3,1.75,1780,9689,1.0,0,0,3,7,1130,650,1660,9786,0,2
2290,348000.0,3,1.5,1040,1824,1.0,0,0,3,6,1040,0,1010,5100,0,0
2292,275000.0,3,2.5,1720,8755,1.0,0,0,3,8,1000,720,1720,8690,0,2
2293,390000.0,3,1.5,1600,10440,1.0,0,0,3,7,1600,0,1600,8816,0,1
2294,260000.0,3,1.5,1320,9750,1.0,0,0,3,7,1320,0,1530,9750,0,1
2295,585000.0,5,2.75,2350,4178,1.5,0,0,3,8,1520,830,1920,4178,1,0
2296,605000.0,5,2.75,2740,5616,1.5,0,0,5,7,1670,1070,1600,4592,0,0
2297,342000.0,4,2.5,2300,6448,2.0,0,0,3,8,2300,0,1860,5872,0,3
2299,252000.0,3,1.75,1430,7700,1.0,0,0,4,7,980,450,1430,8625,0,2
2300,357000.0,3,1.75,2400,14012,1.0,0,0,3,9,2400,0,2800,13988,0,2
2301,370000.0,3,1.0,940,7910,1.0,0,0,4,6,940,0,1000,7700,0,2
2302,322500.0,3,1.0,1020,13504,1.0,0,0,5,7,1020,0,1110,11158,0,2
2303,210000.0,2,2.0,1680,5756,2.0,0,0,4,7,1680,0,1340,5447,0,0
2304,290000.0,2,1.0,1340,9840,1.0,0,0,3,7,1340,0,1610,8949,0,1
2306,302000.0,6,2.0,2650,4621,1.5,0,0,3,8,2650,0,1640,4879,0,0
2307,369160.0,4,2.25,2120,9680,2.0,0,2,4,8,2120,0,2360,9647,0,2
2309,993000.0,4,2.0,2850,14810,2.0,0,0,5,8,2490,360,2430,10454,0,1
2310,380000.0,6,2.0,1870,6969,1.0,0,0,4,7,1870,0,1500,6969,0,2
2311,635000.0,4,2.0,2660,8160,1.0,0,0,4,7,1380,1280,1660,8160,0,1
2312,260000.0,3,1.0,1190,11120,1.0,0,0,3,6,1190,0,1230,12720,0,1
2313,243000.0,2,1.0,1770,5522,1.5,0,0,4,7,960,810,1830,7378,0,1
2315,665000.0,4,2.5,2080,8100,1.0,0,2,5,8,1220,860,2090,8100,0,1
2316,898000.0,5,2.25,2700,9000,2.0,0,0,5,9,2700,0,2630,9000,0,3
2317,583000.0,4,2.75,2200,9453,1.0,0,0,5,8,1100,1100,1390,5355,0,1
2318,429000.0,4,1.75,2160,7700,2.0,0,0,2,8,2160,0,2080,7700,0,2
2319,471000.0,3,2.5,2010,4059,2.0,0,0,3,8,2010,0,2010,5779,0,3
2323,552500.0,3,1.0,1430,5000,1.0,0,0,3,7,1430,0,1210,5000,0,1
2324,437000.0,4,1.75,1700,10642,1.0,0,0,4,7,850,850,1610,11200,0,1
2325,270000.0,4,2.0,1830,5220,1.5,0,0,3,7,1830,0,1760,5757,0,1
2326,226740.0,3,1.5,1410,8800,1.0,0,0,4,7,1410,0,2180,10108,0,2
2327,446500.0,4,2.5,3060,7920,1.0,0,0,3,8,1810,1250,2690,7767,0,2
2328,283000.0,3,2.0,1820,15068,2.0,0,2,3,7,1520,300,1490,9589,1,0
2329,445000.0,4,1.75,2430,13211,1.5,0,0,4,7,2430,0,1330,10500,1,0
2330,250000.0,2,1.0,740,6840,1.0,0,0,5,6,740,0,740,6840,0,1
2331,307000.0,3,1.0,770,6552,1.0,0,0,3,6,670,100,920,7200,0,1
2332,315000.0,4,2.75,2200,8580,1.0,0,0,3,8,1860,340,2290,7816,0,3
2334,264900.0,4,2.5,2040,7000,1.0,0,0,3,7,1250,790,1900,7378,0,2
2335,510000.0,3,2.0,1600,4510,1.0,0,0,3,7,990,610,1580,4561,0,2
2336,328000.0,4,2.5,1990,3980,2.0,0,0,3,7,1990,0,1990,4373,0,3
2337,358000.0,4,2.5,1830,7308,2.0,0,0,3,7,1830,0,1830,5692,0,3
2338,325000.0,3,2.5,2540,4260,2.0,0,0,3,7,2540,0,2190,4260,0,3
2340,230000.0,4,2.0,1440,10800,1.0,0,0,4,7,1440,0,1190,7380,0,2
2341,545000.0,3,2.0,1550,4000,1.0,0,0,3,7,940,610,1880,4000,0,1
2342,705380.0,3,2.5,2490,4343,2.0,0,0,3,9,2490,0,2130,4106,0,3
2343,459000.0,5,2.5,2650,12987,1.0,0,0,4,7,1350,1300,2160,12726,0,2
2344,815000.0,4,2.25,2000,3800,2.0,0,0,3,8,2000,0,1610,3800,0,3
2347,430000.0,2,1.5,1320,1194,3.0,0,0,3,7,1320,0,1320,1250,0,3
2348,255000.0,4,2.5,2070,7800,2.0,0,0,3,8,2070,0,1950,7815,0,3
2349,588000.0,3,2.0,1860,4777,2.0,0,0,5,7,1860,0,1580,3822,0,0
2350,350000.0,3,1.0,940,7811,1.0,0,0,3,6,940,0,1180,7490,0,2
2351,625000.0,4,2.75,2290,21486,1.0,0,2,5,7,2290,0,2540,15936,0,2
2353,554000.0,3,2.0,1830,3500,1.5,0,0,5,7,1290,540,1530,4000,0,0
2354,775000.0,4,2.5,3090,7112,2.0,0,0,3,9,3090,0,3050,6000,0,3
2356,618000.0,3,2.75,3200,12682,2.0,0,1,3,9,3200,0,2880,10432,0,2
2357,305000.0,4,1.0,1560,8450,1.5,0,0,4,6,1560,0,1380,8100,0,1
2358,232000.0,3,2.0,1280,13356,1.0,0,0,3,7,1280,0,1590,8071,0,3
2359,262000.0,4,2.5,2020,6236,2.0,0,0,3,7,2020,0,1940,5076,0,3
2360,234000.0,3,1.0,1040,8122,1.0,0,0,5,7,1040,0,1470,8676,0,2
2361,500000.0,4,2.75,2260,7209,1.0,0,3,3,7,1330,930,1790,10860,0,3
2362,278000.0,3,1.0,860,7632,1.0,0,0,3,6,860,0,890,7632,0,0
2363,230000.0,5,1.0,1920,19040,1.0,0,0,3,7,1160,760,1920,11520,0,2
2364,500000.0,4,1.75,2290,9215,1.0,0,0,5,8,1270,1020,2290,10200,0,2
2365,366500.0,4,2.75,2070,9300,1.0,0,0,5,7,1120,950,1010,8308,0,1
2366,665000.0,6,3.0,4250,4400,2.5,0,0,4,7,3020,1230,1520,4950,0,0
2367,1101000.0,3,1.5,2220,4830,2.0,0,3,3,9,1790,430,1670,4830,1,0
2368,575000.0,2,1.75,1840,4076,1.0,0,0,3,8,1140,700,1540,4076,0,1
2369,674750.0,4,2.5,2590,9753,2.0,0,0,3,10,2590,0,2800,9917,0,3
2370,719000.0,5,2.0,3110,6131,1.0,0,0,5,7,1560,1550,1720,6600,0,1
2372,254000.0,2,1.0,1060,8187,1.0,0,0,4,6,1060,0,1260,8188,0,1
2373,443725.0,3,1.75,1250,3880,1.0,0,0,4,7,750,500,1240,3880,0,1
2375,469000.0,3,2.25,2070,9957,1.0,0,0,3,8,1440,630,2070,10158,0,2
2376,175000.0,2,1.0,1300,44431,1.0,0,0,5,6,1300,0,1470,14850,0,2
2377,437000.0,5,2.0,2190,8316,1.0,0,0,3,7,1390,800,2010,8316,0,2
2378,550000.0,4,3.0,2760,13113,1.0,0,0,4,8,1760,1000,1900,13113,0,2
2379,172040.0,3,2.25,1710,7134,1.0,0,0,4,7,1130,580,1790,7455,0,2
2380,363000.0,3,2.0,1750,7000,1.0,0,0,3,8,1750,0,1840,6969,0,3
2381,282000.0,3,2.25,1552,3600,2.0,0,0,3,7,1552,0,1677,3600,0,3
2382,400000.0,6,2.0,2350,6554,2.0,0,1,3,8,2000,350,1560,6554,0,0
2383,650000.0,5,3.5,5110,10018,2.0,0,0,3,10,3850,1260,1790,10018,0,3
2385,269950.0,4,2.5,1960,7230,2.0,0,0,3,8,1960,0,1850,7208,0,3
2387,193000.0,3,1.5,1180,7000,1.0,0,0,4,7,1180,0,1630,7500,0,2
2388,340000.0,4,2.25,2230,6791,2.0,0,0,3,8,2230,0,2420,6297,0,3
2390,371000.0,3,2.5,2150,8361,2.0,0,0,3,8,2150,0,2150,9368,0,3
2392,300000.0,3,2.5,1830,12750,2.0,0,0,3,7,1830,0,1610,10000,0,3
2393,449950.0,4,3.0,2800,6977,2.0,0,0,3,8,2800,0,2800,6600,0,3
2394,299500.0,3,2.5,2090,7163,2.0,0,0,3,8,2090,0,2320,8634,0,3
2395,995000.0,4,2.25,2340,13406,1.0,0,0,4,9,2340,0,2340,10743,0,2
2396,335000.0,4,1.75,1670,9472,1.0,0,0,3,7,1100,570,1080,5195,0,2
2397,280000.0,4,2.25,1990,7350,1.0,0,0,4,8,1180,810,2030,7210,0,2
2398,446000.0,4,2.25,2270,7800,1.0,0,0,3,7,1290,980,1480,7280,0,2
2400,325000.0,3,1.0,950,4500,1.0,0,0,4,6,950,0,1140,4500,0,1
2401,450000.0,3,1.75,1610,11200,1.0,0,0,3,7,1610,0,1610,11200,0,1
2402,322500.0,4,2.5,1940,7107,2.0,0,0,3,7,1940,0,1850,5705,0,3
2403,453000.0,3,1.0,1210,9473,1.0,0,0,5,7,1210,0,1700,11465,0,1
2404,655000.0,4,2.5,2570,4412,2.0,0,0,3,9,2570,0,2460,5470,0,3
2405,603000.0,3,2.25,1700,2800,2.0,0,0,5,7,1150,550,1500,3400,0,0
2406,235000.0,4,1.0,1610,24000,1.5,0,0,3,6,1610,0,1270,9600,0,1
2407,968933.0,4,3.5,4120,7304,2.0,0,0,3,11,3070,1050,2470,9600,0,3
2408,1015000.0,3,3.5,2880,11340,1.0,0,0,3,8,1690,1190,2530,11340,1,2
2409,435000.0,4,2.25,1990,8548,2.0,0,0,3,8,1990,0,2320,8926,0,2
2410,242000.0,3,2.0,1260,8092,1.0,0,0,3,7,1260,0,1950,8092,0,2
2412,810000.0,4,2.75,3010,10450,2.0,0,0,3,9,3010,0,3010,10530,0,3
2414,165000.0,3,1.5,1280,7742,1.0,0,0,3,7,1280,0,1566,7696,0,2
2415,335000.0,3,1.0,2320,6750,1.0,0,0,3,7,1160,1160,1230,6075,0,2
2416,286700.0,3,1.0,1220,6600,1.0,0,0,3,6,1220,0,1100,6600,0,2
2417,699000.0,2,1.5,1400,4050,1.0,0,0,4,8,1400,0,1900,5940,0,1
2418,280000.0,3,1.75,1590,7280,1.0,0,0,3,7,1140,450,1590,9634,0,2
2419,580000.0,4,2.5,2220,7064,2.0,0,0,3,8,2220,0,2220,7451,0,3
2420,754800.0,2,2.5,2770,7781,2.0,0,0,3,8,2770,0,1870,5984,0,3
2421,525000.0,4,2.5,2303,16801,2.0,0,0,3,8,2303,0,2080,14013,0,3
2422,562000.0,3,1.75,1600,10530,1.0,0,2,3,8,1600,0,2590,8274,0,2
2423,575000.0,4,1.75,1280,6060,1.0,0,0,3,7,860,420,1490,4680,0,0
2424,808900.0,5,2.5,2900,5901,2.0,0,0,3,9,2900,0,3200,5775,0,3
2426,335000.0,3,2.5,1700,6698,2.0,0,0,3,7,1700,0,2190,7346,0,3
2427,473000.0,3,2.75,1050,7200,1.0,0,0,3,7,1050,0,1860,9000,0,2
2428,350000.0,4,2.75,2990,11210,1.0,0,1,4,8,1880,1110,2790,9858,0,2
2430,305500.0,3,1.0,1240,6090,1.0,0,0,4,7,1240,0,1550,9096,0,1
2432,233000.0,2,2.25,850,1656,2.0,0,0,3,8,850,0,850,1312,0,3
2433,490000.0,3,1.75,1540,9000,1.0,0,0,3,8,1540,0,1710,7488,0,2
2435,355000.0,3,2.25,2550,9674,1.0,0,0,3,7,1850,700,2240,9674,0,2
2436,360000.0,2,2.0,1770,7607,1.0,0,0,4,8,1770,0,2090,7109,0,3
2437,737500.0,3,1.75,2320,10900,2.0,0,0,3,7,2320,0,1610,5800,1,1
2438,985000.0,3,3.5,2600,11920,2.0,0,0,5,8,2600,0,2430,10050,0,2
2439,349950.0,2,3.25,1570,2031,2.0,0,0,3,8,1310,260,1570,2039,0,3
2440,520000.0,4,2.5,3060,7161,2.0,0,0,3,8,2860,200,2950,6822,0,3
2441,355950.0,4,2.5,1960,8540,1.0,0,0,3,7,1220,740,1910,9120,0,1
2442,485000.0,5,2.5,3270,6129,2.0,0,0,3,9,3270,0,2980,5928,0,3
2443,143000.0,3,1.0,1090,3315,1.0,0,0,4,6,1090,0,960,3120,0,2
2445,355000.0,3,1.0,940,8512,1.0,0,0,4,7,940,0,1060,8512,0,2
2447,200000.0,5,1.75,1770,15525,1.0,0,0,4,7,1770,0,1370,10395,0,2
2448,913000.0,4,2.5,3640,10576,2.0,0,0,3,11,3640,0,3370,10351,0,3
2450,409900.0,2,2.5,1590,1845,2.0,0,0,3,9,1590,0,2320,3174,0,3
2451,265000.0,4,1.0,1290,6034,1.0,0,0,3,6,1050,240,1060,6034,0,1
2452,740000.0,5,3.0,3655,51836,1.0,0,0,5,8,2174,1481,2530,8606,0,1
2453,306000.0,4,2.5,2490,8124,2.0,0,0,3,7,2490,0,2760,6300,0,3
2454,381000.0,3,2.5,1470,3999,2.0,0,0,3,7,1470,0,1960,4444,0,3
2457,408000.0,2,1.0,810,7440,1.0,0,0,5,6,810,0,830,7500,0,1
2458,739900.0,5,2.5,2980,5377,2.0,0,0,3,9,2980,0,3150,6593,0,3
2460,438400.0,2,1.0,1340,8100,1.0,0,0,4,7,1340,0,1700,8100,0,1
2462,703000.0,3,2.0,1360,5980,1.5,0,0,3,8,1360,0,1520,4440,1,1
2463,262000.0,3,1.75,1320,6530,1.0,0,0,4,7,1320,0,1620,6817,0,3
2464,353000.0,3,2.0,1210,14499,1.0,0,0,3,7,1210,0,1570,15360,0,2
2465,500000.0,4,2.5,1940,7607,2.0,0,0,3,8,1940,0,2250,7600,0,3
2467,332000.0,4,2.5,1980,6566,2.0,0,0,3,8,1980,0,2590,6999,0,3
2468,824000.0,4,2.5,2320,14240,1.0,0,0,4,9,1620,700,2810,13200,0,2
2469,290000.0,4,2.0,1660,4788,1.0,0,0,3,7,1660,0,1150,5000,0,2
2470,700000.0,3,2.5,1660,1545,2.0,0,2,3,9,1400,260,1820,2570,0,3
2471,550000.0,2,1.0,1080,3420,1.0,0,0,4,7,780,300,1380,3656,0,0
2472,549000.0,2,1.0,1510,11165,1.5,0,0,4,7,1510,0,2210,8851,0,0
2474,858000.0,4,2.25,3070,13720,2.0,0,0,3,9,3070,0,3010,9657,0,2
2475,345000.0,2,1.0,970,10423,1.0,0,0,3,7,970,0,1200,7857,0,1
2476,340000.0,4,1.75,2140,11651,2.5,0,0,3,8,2140,0,2030,10978,1,1
2478,275000.0,3,2.25,1260,1488,3.0,0,0,3,7,1260,0,1190,1095,0,3
2479,405000.0,3,1.0,1220,7771,1.0,0,0,3,7,1220,0,1420,7674,0,2
2480,432500.0,3,2.0,1720,8145,2.0,0,0,5,7,1720,0,1400,8138,0,1
2481,236500.0,4,1.0,2140,4217,1.5,0,0,3,6,1320,820,1720,5413,0,0
2482,679000.0,4,1.5,1420,4923,1.5,0,0,4,8,1420,0,1470,4923,0,0
2483,543000.0,4,2.5,2060,8451,2.0,0,0,3,8,2060,0,2060,9460,0,3
2484,294000.0,3,1.0,1320,9520,1.0,0,0,3,7,990,330,1460,10610,0,1
2485,340500.0,3,1.75,1810,10463,1.0,0,0,4,7,1810,0,1620,8551,0,2
2486,1012000.0,4,2.5,2980,16263,2.0,0,0,3,9,2980,0,2730,10018,0,3
2487,335000.0,2,2.0,1350,2560,1.0,0,0,3,8,1350,0,1790,2560,0,2
2488,425000.0,3,2.0,1540,8011,1.0,0,0,3,7,1540,0,1630,7141,0,3
2489,353000.0,3,2.5,2510,9240,2.0,0,0,4,8,2510,0,2690,9240,0,3
2490,540000.0,3,2.5,1670,5146,2.0,0,0,3,8,1670,0,1940,5146,0,3
2491,640000.0,5,3.5,3690,11928,2.0,0,0,3,9,2540,1150,2640,11928,0,3
2492,339950.0,3,1.0,1320,11457,1.0,0,0,3,8,1320,0,1900,9800,0,2
2493,195000.0,3,1.75,1510,8400,1.0,0,0,2,7,980,530,1500,10125,0,2
2494,322000.0,3,1.75,1510,8400,1.0,0,0,2,7,980,530,1500,10125,0,2
2495,660000.0,4,1.75,1870,10450,1.0,0,0,3,8,1620,250,2060,10450,0,2
2496,280000.0,6,3.0,2400,9373,2.0,0,0,3,7,2400,0,2060,7316,0,3
2497,300000.0,6,3.0,2400,9373,2.0,0,0,3,7,2400,0,2060,7316,0,3
2498,207500.0,3,1.0,1170,8816,1.0,0,0,4,6,1170,0,1200,9108,0,2
2499,195000.0,3,1.5,1190,8726,1.0,0,0,3,7,1190,0,1390,8741,0,1
2500,700000.0,3,2.0,2080,3880,1.0,0,0,5,7,1160,920,1330,3880,0,1
2501,560000.0,4,1.75,2150,8555,1.0,0,2,4,7,1460,690,1480,7405,0,2
2502,260000.0,3,1.75,1580,7344,1.0,0,0,5,7,1580,0,1580,6207,0,0
2503,575000.0,3,1.75,1580,7344,1.0,0,0,5,7,1580,0,1580,6207,0,0
2504,475000.0,3,2.5,2370,3239,2.0,0,0,3,8,1950,420,2520,3431,0,3
2505,285000.0,3,1.75,1840,8601,1.0,0,0,3,7,920,920,1390,7452,1,0
2507,650000.0,3,2.5,2190,3600,2.0,0,0,3,9,2190,0,2300,3600,0,3
2508,620000.0,3,2.25,1660,3478,1.5,0,0,4,7,1100,560,1610,3478,0,1
2510,155000.0,2,1.0,700,5200,1.0,0,0,5,6,700,0,1030,5200,0,1
2511,342000.0,4,2.0,1570,11200,1.0,0,0,3,7,1120,450,1570,11200,0,2
2514,608000.0,4,2.5,2690,4736,2.0,0,0,3,7,2690,0,2690,4791,0,3
2515,179900.0,2,1.0,680,6400,1.0,0,0,3,6,680,0,1240,7800,0,1
2517,166000.0,3,1.0,1010,11675,1.0,0,0,3,7,1010,0,1370,10042,0,1
2518,462000.0,3,1.5,1710,4500,1.5,0,0,3,8,1410,300,1860,6000,0,0
2519,545000.0,4,2.5,2090,6023,2.0,0,0,3,8,2090,0,2090,6023,0,3
2520,415000.0,3,1.0,1560,4500,1.5,0,0,3,7,1560,0,1660,4500,0,0
2521,269000.0,3,2.5,1560,4200,2.0,0,0,3,7,1560,0,1560,4200,0,3
2522,356500.0,4,2.5,2570,11473,2.0,0,0,3,8,2570,0,2430,5997,0,3
2523,225000.0,3,1.0,1010,7633,1.0,0,0,4,6,1010,0,1190,8386,0,2
2524,175000.0,2,1.0,1020,5130,1.0,0,0,4,6,1020,0,1200,6497,0,1
2525,549000.0,5,2.5,1710,9720,2.0,0,0,4,8,1710,0,2270,9672,0,2
2526,535000.0,3,2.75,2300,12197,2.0,0,0,3,8,2300,0,1710,11220,0,3
2527,627000.0,4,2.25,1990,7712,1.0,0,0,3,8,1210,780,1720,7393,0,2
2528,565000.0,3,2.0,2730,15677,2.5,0,3,3,9,2730,0,2040,12209,0,2
2529,392450.0,4,2.0,2195,2681,1.0,0,0,3,7,1060,1135,1710,1280,0,0
2530,509000.0,2,2.0,1560,4675,1.0,0,0,3,8,1560,0,1870,6361,0,3
2531,340000.0,3,2.5,1400,4800,1.0,0,0,3,7,1200,200,1440,3840,0,0
2532,537000.0,3,2.5,1400,4800,1.0,0,0,3,7,1200,200,1440,3840,0,0
2533,865000.0,4,3.0,3690,9892,2.0,0,0,3,10,3690,0,3430,11294,0,3
2534,358000.0,2,1.0,1140,8340,1.0,0,0,3,7,1140,0,1030,8149,0,1
2535,595000.0,4,2.25,1920,3225,1.5,0,0,5,7,1300,620,1960,3750,0,0
2536,661000.0,4,2.5,2496,8058,2.0,0,0,3,9,2496,0,2496,7757,0,3
2537,419950.0,3,2.25,2280,8500,1.0,0,0,4,7,1680,600,1890,7700,0,2
2538,490000.0,4,3.5,3200,6420,2.0,0,0,3,9,3200,0,3200,6291,0,3
2539,525000.0,2,1.0,880,4000,1.0,0,0,3,7,880,0,1310,4000,0,1
2540,350000.0,3,2.0,1320,1298,3.0,0,0,3,7,1320,0,1380,1503,0,3
2541,552500.0,3,2.5,2450,3582,2.0,0,0,3,9,2450,0,2490,5449,0,3
2542,210000.0,3,1.0,1040,8970,1.0,0,0,4,6,1040,0,1040,8450,0,2
2544,336800.0,5,1.75,1830,16650,1.5,0,0,3,7,1610,220,1790,12743,0,2
2545,465000.0,3,2.5,1440,4473,2.0,0,0,3,7,1440,0,1650,3322,0,3
2546,299900.0,4,2.5,1580,3632,2.0,0,0,3,7,1580,0,1950,3800,0,3
2547,715000.0,3,3.25,3230,5000,2.0,0,0,3,9,3230,0,2670,3977,0,3
2549,276000.0,3,2.5,2495,4400,2.0,0,0,3,8,2495,0,2434,4400,0,3
2550,265000.0,4,1.5,1740,12728,1.0,0,0,4,7,1180,560,1830,11125,0,2
2551,425000.0,3,1.75,1680,3000,1.0,0,2,4,6,840,840,1540,3700,0,0
2552,313000.0,4,2.5,2460,10320,2.0,0,0,3,8,2460,0,2210,9024,0,3
2553,715000.0,3,2.5,3050,6000,1.0,0,3,3,8,1720,1330,2340,7200,0,2
2554,265000.0,3,2.25,1630,10969,2.0,0,0,3,7,1630,0,1410,7920,0,3
2555,646000.0,3,2.75,2460,6413,2.0,0,0,3,9,2460,0,2440,6092,0,3
2556,175000.0,3,1.0,1030,6600,1.0,0,0,3,7,1030,0,1220,9040,0,1
2557,649000.0,3,2.5,3410,13809,1.0,0,3,4,10,2450,960,3410,14245,0,2
2558,785000.0,3,2.75,2310,5200,1.0,0,0,4,7,1520,790,2310,5200,0,1
2559,890000.0,4,2.75,2610,4400,1.0,0,0,5,8,1260,1350,1770,4400,0,0
2560,612000.0,3,3.0,2330,10327,1.0,0,0,3,9,2330,0,2200,4629,0,3
2561,330000.0,4,2.5,2980,5674,2.0,0,0,3,8,2980,0,2610,5495,0,3
2562,493000.0,3,2.25,1790,11393,1.0,0,0,3,8,1790,0,2290,11894,0,2
2566,499000.0,3,2.5,1750,2150,2.5,0,0,3,7,1230,520,1410,3300,1,0
2567,603500.0,6,2.75,2660,8400,1.0,0,0,5,8,1550,1110,2280,8400,0,2
2568,530000.0,2,1.5,1580,3680,1.0,0,2,3,8,1280,300,1730,3680,0,1
2569,895000.0,5,2.5,2350,14197,1.0,0,0,4,8,1220,1130,2470,11629,0,2
2570,267345.0,4,2.25,2510,8165,1.0,0,0,4,7,1610,900,1940,8250,0,2
2571,275000.0,3,2.5,1480,15639,2.0,0,0,3,8,1480,0,1480,16454,0,3
2573,455000.0,3,2.25,1470,4653,2.0,0,0,4,7,1470,0,1560,4119,0,2
2574,630000.0,3,1.75,1540,6930,1.0,0,0,3,7,1250,290,1760,6930,0,1
2575,690000.0,3,2.5,2820,5001,2.0,0,0,3,9,2820,0,2660,5001,0,3
2576,212000.0,4,1.75,1250,12705,1.0,0,0,4,7,1250,0,1390,8550,0,2
2577,231500.0,4,2.25,2080,7526,1.0,0,0,4,7,1280,800,1200,7500,0,2
2581,695000.0,2,1.0,1140,3990,1.0,0,0,3,7,1140,0,1800,5700,0,0
2583,675000.0,3,1.75,1710,5913,1.0,0,0,4,8,1120,590,2920,5922,0,1
2584,387000.0,3,1.5,1340,6500,1.0,0,0,3,7,1340,0,1620,7107,0,2
2585,347500.0,4,2.75,2290,7000,2.0,0,0,3,8,2290,0,2000,7200,0,2
2586,385000.0,3,2.0,1860,7400,1.0,0,0,3,8,930,930,1640,8461,1,0
2587,265000.0,3,1.0,1080,4930,1.0,0,0,3,6,1080,0,1100,5950,0,1
2588,406000.0,3,1.0,960,5264,1.0,0,0,3,7,960,0,1140,5150,0,1
2589,134000.0,2,1.5,980,5000,2.0,0,0,3,7,980,0,1040,5000,1,0
